CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12415.0,11,7,19543.84,1,VIP Customers
12416.0,292,1,202.56,2,Lost Customers
12417.0,46,11,3148.31,1,VIP Customers
12418.0,49,3,1352.62,3,Loyal Customers
12419.0,21,2,503.01,0,New Customers
12421.0,51,2,291.56,0,New Customers
12422.0,30,14,4428.24,1,VIP Customers
12423.0,23,2,763.08,0,New Customers
12424.0,58,2,1579.07,3,Loyal Customers
12425.0,84,1,964.21,2,Lost Customers
12426.0,298,1,762.48,2,Lost Customers
12427.0,7,1,303.5,0,New Customers
12429.0,1,5,3735.51,1,VIP Customers
12431.0,9,13,4370.52,1,VIP Customers
12433.0,2,5,7205.39,1,VIP Customers
12434.0,17,1,297.29,0,New Customers
12435.0,32,4,6096.04,3,Loyal Customers
12437.0,31,21,7731.99,1,VIP Customers
12439.0,318,2,1142.88,2,Lost Customers
12440.0,98,2,859.2,3,Loyal Customers
12441.0,2,1,173.55,0,New Customers
12443.0,368,1,485.31,2,Lost Customers
12445.0,56,1,301.58000000000004,2,Lost Customers
12449.0,46,2,768.6,0,New Customers
12450.0,35,3,490.32,0,New Customers
12451.0,99,3,3634.36,3,Loyal Customers
12454.0,31,4,13151.44,1,VIP Customers
12455.0,81,4,3413.09,3,Loyal Customers
12457.0,71,1,632.6800000000001,2,Lost Customers
12458.0,63,2,830.09,3,Loyal Customers
12459.0,241,1,454.36,2,Lost Customers
12460.0,92,1,326.65,2,Lost Customers
12466.0,318,1,56.73,2,Lost Customers
12467.0,59,1,132.8,2,Lost Customers
12468.0,162,3,2941.2,3,Loyal Customers
12469.0,158,2,3070.54,3,Loyal Customers
12470.0,325,1,211.95,2,Lost Customers
12471.0,10,49,20129.54,1,VIP Customers
12472.0,5,13,11308.48,1,VIP Customers
12474.0,14,13,5048.66,1,VIP Customers
12475.0,45,1,426.26,0,New Customers
12476.0,32,12,7267.49,1,VIP Customers
12477.0,35,3,7056.63,3,Loyal Customers
12480.0,35,3,2183.2200000000003,3,Loyal Customers
12481.0,1,6,6765.07,1,VIP Customers
12482.0,212,29,23691.4,1,VIP Customers
12483.0,14,11,2612.2000000000003,1,VIP Customers
12484.0,119,6,1826.78,3,Loyal Customers
12485.0,165,1,708.1,2,Lost Customers
12486.0,67,1,1037.28,0,New Customers
12487.0,366,1,285.3,2,Lost Customers
12490.0,14,11,4405.71,1,VIP Customers
12492.0,39,1,452.0,0,New Customers
12494.0,1,3,626.77,0,New Customers
12495.0,276,1,357.4,2,Lost Customers
12496.0,256,2,45.34,2,Lost Customers
12497.0,36,2,5205.400000000001,3,Loyal Customers
12499.0,196,1,393.72,2,Lost Customers
12500.0,71,8,1697.39,3,Loyal Customers
12503.0,220,1,1126.0,2,Lost Customers
12504.0,53,2,297.0,0,New Customers
12505.0,44,1,955.2,0,New Customers
12507.0,220,1,539.25,2,Lost Customers
12510.0,95,7,4195.45,3,Loyal Customers
12511.0,64,1,3084.02,3,Loyal Customers
12514.0,277,1,580.08,2,Lost Customers
12516.0,66,2,1336.56,3,Loyal Customers
12519.0,112,1,385.7000000000001,2,Lost Customers
12523.0,10,12,2562.58,1,VIP Customers
12524.0,24,9,6640.39,1,VIP Customers
12525.0,134,3,973.73,3,Loyal Customers
12527.0,130,2,386.8,2,Lost Customers
12529.0,164,1,316.48,2,Lost Customers
12530.0,51,5,2096.98,3,Loyal Customers
12531.0,322,1,1807.98,2,Lost Customers
12533.0,263,2,1367.89,3,Loyal Customers
12537.0,44,1,732.94,0,New Customers
12538.0,14,1,276.5,0,New Customers
12539.0,86,3,5646.400000000001,3,Loyal Customers
12540.0,14,16,8854.25,1,VIP Customers
12542.0,120,2,481.88,2,Lost Customers
12543.0,84,1,980.25,2,Lost Customers
12547.0,136,1,175.78,2,Lost Customers
12549.0,211,6,1575.68,3,Loyal Customers
12553.0,21,2,916.47,0,New Customers
12554.0,84,1,468.5,2,Lost Customers
12555.0,318,1,129.23,2,Lost Customers
12557.0,7,4,6725.18,1,VIP Customers
12562.0,21,2,1185.18,0,New Customers
12563.0,44,1,249.24,0,New Customers
12567.0,3,7,4308.58,1,VIP Customers
12568.0,280,1,70.0,2,Lost Customers
12570.0,318,1,77.52,2,Lost Customers
12573.0,17,4,556.87,0,New Customers
12575.0,93,2,622.82,2,Lost Customers
12576.0,28,3,826.89,0,New Customers
12577.0,17,5,990.5,3,Loyal Customers
12578.0,21,2,1847.94,3,Loyal Customers
12580.0,212,1,637.2,2,Lost Customers
12582.0,58,2,1469.04,3,Loyal Customers
12583.0,9,13,7166.06,1,VIP Customers
12586.0,10,3,1865.73,0,New Customers
12588.0,35,3,743.88,3,Loyal Customers
12589.0,57,6,4048.98,3,Loyal Customers
12591.0,26,2,886.1,0,New Customers
12592.0,155,3,2145.06,3,Loyal Customers
12594.0,14,5,1751.89,3,Loyal Customers
12595.0,140,1,299.02,2,Lost Customers
12598.0,99,3,1511.01,3,Loyal Customers
12599.0,17,6,1264.14,3,Loyal Customers
12600.0,7,12,2444.88,1,VIP Customers
12601.0,40,1,104.2,2,Lost Customers
12605.0,12,4,1232.95,0,New Customers
12606.0,318,1,21.0,2,Lost Customers
12608.0,40,1,415.79,0,New Customers
12609.0,10,6,2309.01,1,VIP Customers
12613.0,24,5,3472.99,3,Loyal Customers
12615.0,49,4,3449.79,3,Loyal Customers
12616.0,24,1,417.8,0,New Customers
12619.0,196,1,140.14,2,Lost Customers
12621.0,1,16,11086.14,1,VIP Customers
12623.0,52,6,3442.74,3,Loyal Customers
12625.0,145,2,2481.06,3,Loyal Customers
12629.0,21,2,1558.22,0,New Customers
12631.0,92,5,2841.07,3,Loyal Customers
12632.0,156,2,804.88,2,Lost Customers
12633.0,18,3,3514.18,3,Loyal Customers
12634.0,171,2,490.0,2,Lost Customers
12635.0,28,2,1241.23,0,New Customers
12636.0,374,1,141.0,2,Lost Customers
12637.0,14,4,2280.91,3,Loyal Customers
12638.0,275,1,249.8,2,Lost Customers
12639.0,70,2,826.27,3,Loyal Customers
12643.0,21,6,4960.18,1,VIP Customers
12644.0,66,3,1440.58,3,Loyal Customers
12645.0,45,4,1764.12,3,Loyal Customers
12647.0,3,27,14201.53,1,VIP Customers
12648.0,73,3,793.95,3,Loyal Customers
12649.0,18,5,1671.14,3,Loyal Customers
12651.0,14,3,263.75,0,New Customers
12652.0,70,1,97.05,2,Lost Customers
12653.0,162,1,1950.98,3,Loyal Customers
12655.0,59,1,261.35,2,Lost Customers
12656.0,61,3,2356.66,3,Loyal Customers
12661.0,72,1,162.0,2,Lost Customers
12662.0,9,10,3138.24,1,VIP Customers
12663.0,260,2,239.4,2,Lost Customers
12664.0,150,2,1188.16,3,Loyal Customers
12665.0,53,2,250.6,0,New Customers
12666.0,30,1,1248.42,0,New Customers
12668.0,14,6,7575.88,1,VIP Customers
12670.0,21,2,764.24,0,New Customers
12671.0,242,1,2622.481,3,Loyal Customers
12672.0,231,1,211.15,2,Lost Customers
12673.0,37,1,619.5,0,New Customers
12675.0,189,2,957.25,3,Loyal Customers
12676.0,44,5,1511.7,3,Loyal Customers
12677.0,191,2,395.1,2,Lost Customers
12678.0,11,9,16652.72,1,VIP Customers
12681.0,3,24,17080.74,1,VIP Customers
12682.0,1,23,11745.69,1,VIP Customers
12683.0,1,8,4220.21,1,VIP Customers
12686.0,7,1,89.14,0,New Customers
12687.0,116,2,2138.91,3,Loyal Customers
12691.0,56,1,134.6,2,Lost Customers
12692.0,273,1,110.95,2,Lost Customers
12693.0,32,3,847.11,3,Loyal Customers
12694.0,57,1,973.68,0,New Customers
12695.0,164,3,825.02,3,Loyal Customers
12696.0,70,2,851.91,3,Loyal Customers
12698.0,226,1,339.75,2,Lost Customers
12699.0,53,1,638.11,0,New Customers
12701.0,165,4,1648.7,3,Loyal Customers
12703.0,269,3,722.98,3,Loyal Customers
12705.0,19,5,4893.81,1,VIP Customers
12708.0,4,9,2601.19,1,VIP Customers
12709.0,2,20,21107.94,1,VIP Customers
12711.0,247,2,1339.05,3,Loyal Customers
12712.0,1,10,2797.53,1,VIP Customers
12714.0,24,7,9384.85,1,VIP Customers
12717.0,226,1,277.93,2,Lost Customers
12720.0,5,6,2478.94,1,VIP Customers
12721.0,21,2,1356.95,0,New Customers
12724.0,19,3,1286.11,3,Loyal Customers
12725.0,7,4,2266.76,1,VIP Customers
12726.0,23,4,1405.5,3,Loyal Customers
12727.0,78,3,1698.8300000000002,3,Loyal Customers
12728.0,19,1,233.84,0,New Customers
12730.0,157,1,829.25,2,Lost Customers
12731.0,78,5,6879.8,3,Loyal Customers
12733.0,25,3,2040.92,3,Loyal Customers
12734.0,10,2,529.25,0,New Customers
12737.0,134,2,3710.5,3,Loyal Customers
12738.0,8,1,155.35,0,New Customers
12739.0,21,2,1713.69,3,Loyal Customers
12741.0,165,2,406.07,2,Lost Customers
12742.0,261,1,1201.52,2,Lost Customers
12744.0,95,4,4037.77,3,Loyal Customers
12745.0,122,3,925.41,3,Loyal Customers
12746.0,176,1,254.55,2,Lost Customers
12747.0,5,16,5061.03,1,VIP Customers
12748.0,1,144,22457.9,1,VIP Customers
12749.0,35,4,2806.48,3,Loyal Customers
12751.0,80,1,268.27,2,Lost Customers
12755.0,1,10,5218.71,1,VIP Customers
12758.0,95,5,7111.650000000001,3,Loyal Customers
12759.0,22,5,3489.3,3,Loyal Customers
12760.0,91,1,347.8,2,Lost Customers
12761.0,93,2,782.95,3,Loyal Customers
12763.0,5,1,320.08,0,New Customers
12765.0,108,6,1404.58,3,Loyal Customers
12766.0,2,3,3078.65,1,VIP Customers
12767.0,11,1,949.82,0,New Customers
12768.0,86,1,168.69,2,Lost Customers
12770.0,92,1,1895.0,3,Loyal Customers
12771.0,121,1,282.3,2,Lost Customers
12773.0,200,1,124.25,2,Lost Customers
12774.0,171,1,98.7,2,Lost Customers
12775.0,24,2,300.08000000000004,0,New Customers
12776.0,303,1,55.5,2,Lost Customers
12777.0,93,1,519.45,2,Lost Customers
12778.0,32,3,953.45,3,Loyal Customers
12779.0,7,7,2740.91,1,VIP Customers
12780.0,234,1,337.4,2,Lost Customers
12782.0,10,6,2287.32,1,VIP Customers
12784.0,165,1,1230.33,2,Lost Customers
12785.0,171,2,788.45,2,Lost Customers
12786.0,245,1,728.5000000000001,2,Lost Customers
12787.0,49,1,398.52,0,New Customers
12788.0,99,4,444.9,3,Loyal Customers
12789.0,148,2,181.5,2,Lost Customers
12790.0,46,1,266.93,0,New Customers
12791.0,9,6,863.51,1,VIP Customers
12792.0,170,1,426.47,2,Lost Customers
12793.0,7,2,471.85,0,New Customers
12796.0,264,1,381.0,2,Lost Customers
12797.0,1,2,552.08,0,New Customers
12798.0,57,1,1533.89,3,Loyal Customers
12799.0,165,1,219.35,2,Lost Customers
12800.0,106,3,584.25,3,Loyal Customers
12801.0,136,1,1071.82,2,Lost Customers
12802.0,78,6,1988.84,3,Loyal Customers
12803.0,29,1,1092.81,0,New Customers
12804.0,101,2,325.37,2,Lost Customers
12805.0,17,4,1434.95,3,Loyal Customers
12806.0,71,4,2878.96,3,Loyal Customers
12807.0,19,1,330.35,0,New Customers
12808.0,4,3,422.45,0,New Customers
12809.0,201,2,1266.63,3,Loyal Customers
12810.0,170,2,534.99,2,Lost Customers
12811.0,14,2,519.0500000000001,0,New Customers
12813.0,137,3,1687.8,3,Loyal Customers
12817.0,35,2,524.94,0,New Customers
12819.0,94,1,540.52,2,Lost Customers
12820.0,33,7,1747.18,3,Loyal Customers
12821.0,247,1,128.08,2,Lost Customers
12823.0,30,13,4742.0,1,VIP Customers
12825.0,157,2,518.63,2,Lost Customers
12826.0,1,6,1481.03,1,VIP Customers
12829.0,186,1,92.3,2,Lost Customers
12831.0,99,2,236.06,2,Lost Customers
12835.0,63,41,5996.83,1,VIP Customers
12836.0,25,11,3949.37,1,VIP Customers
12837.0,205,1,528.5600000000001,2,Lost Customers
12838.0,9,9,2694.75,1,VIP Customers
12839.0,3,13,4480.31,1,VIP Customers
12840.0,73,3,1315.2,3,Loyal Customers
12841.0,5,17,3472.61,1,VIP Customers
12842.0,40,2,799.0,0,New Customers
12843.0,18,22,4881.1,1,VIP Customers
12844.0,78,2,322.64,2,Lost Customers
12846.0,318,1,15.58,2,Lost Customers
12847.0,23,1,765.36,0,New Customers
12848.0,311,1,208.0,2,Lost Customers
12849.0,17,4,2032.18,3,Loyal Customers
12850.0,81,1,330.0,2,Lost Customers
12851.0,113,1,148.95,2,Lost Customers
12853.0,63,5,1950.4,3,Loyal Customers
12854.0,197,4,1654.72,3,Loyal Customers
12855.0,8,4,612.84,0,New Customers
12857.0,72,4,2581.6,3,Loyal Customers
12858.0,19,1,147.27,0,New Customers
12859.0,94,1,575.1,2,Lost Customers
12860.0,329,1,54.22,2,Lost Customers
12861.0,255,1,68.25,2,Lost Customers
12862.0,61,2,984.62,3,Loyal Customers
12863.0,15,5,2271.35,1,VIP Customers
12864.0,144,1,152.45,2,Lost Customers
12865.0,14,2,1755.24,0,New Customers
12866.0,110,2,668.23,2,Lost Customers
12867.0,33,6,3819.92,3,Loyal Customers
12868.0,9,3,640.0,0,New Customers
12869.0,317,1,337.67,2,Lost Customers
12870.0,11,3,1676.95,0,New Customers
12871.0,75,1,363.38,2,Lost Customers
12872.0,1,11,3062.52,1,VIP Customers
12873.0,33,2,1653.3,3,Loyal Customers
12874.0,21,2,948.42,0,New Customers
12875.0,107,3,1013.76,3,Loyal Customers
12876.0,30,2,1863.77,3,Loyal Customers
12877.0,37,8,1406.37,3,Loyal Customers
12880.0,17,2,640.13,0,New Customers
12887.0,19,1,222.4,0,New Customers
12889.0,17,4,385.46,0,New Customers
12890.0,23,1,329.3,0,New Customers
12891.0,94,8,509.5,3,Loyal Customers
12892.0,32,1,263.38,0,New Customers
12894.0,211,1,157.35,2,Lost Customers
12897.0,17,2,297.75,0,New Customers
12898.0,99,2,296.21,2,Lost Customers
12899.0,49,1,366.4,0,New Customers
12900.0,58,1,340.33000000000004,2,Lost Customers
12903.0,64,1,833.5300000000001,0,New Customers
12905.0,212,2,1018.42,3,Loyal Customers
12907.0,31,2,508.91,0,New Customers
12908.0,16,3,1026.0,0,New Customers
12909.0,60,3,924.52,3,Loyal Customers
12910.0,15,5,2721.48,1,VIP Customers
12911.0,187,1,1651.72,2,Lost Customers
12913.0,4,9,4217.23,1,VIP Customers
12914.0,36,1,223.98,0,New Customers
12915.0,8,3,811.1,0,New Customers
12916.0,78,3,1534.78,3,Loyal Customers
12917.0,36,5,3765.2,3,Loyal Customers
12918.0,262,1,10953.5,3,Loyal Customers
12920.0,207,3,323.86,2,Lost Customers
12921.0,2,39,19333.95,1,VIP Customers
12923.0,26,2,597.6,0,New Customers
12924.0,29,8,1535.7,3,Loyal Customers
12925.0,228,1,35.28,2,Lost Customers
12926.0,47,4,1523.97,3,Loyal Customers
12927.0,30,1,197.31,0,New Customers
12928.0,14,7,2242.19,1,VIP Customers
12931.0,16,42,50291.38,1,VIP Customers
12932.0,175,8,1698.56,3,Loyal Customers
12933.0,16,5,1029.1,3,Loyal Customers
12934.0,372,1,181.65,2,Lost Customers
12935.0,11,8,2083.16,1,VIP Customers
12937.0,99,5,1593.34,3,Loyal Customers
12939.0,15,12,13683.0,1,VIP Customers
12941.0,360,1,377.49,2,Lost Customers
12942.0,1,1,258.75,0,New Customers
12943.0,194,2,496.5,2,Lost Customers
12945.0,292,1,437.16,2,Lost Customers
12946.0,72,1,324.45,2,Lost Customers
12947.0,9,1,304.04,0,New Customers
12948.0,366,2,252.48,2,Lost Customers
12949.0,18,14,11359.48,1,VIP Customers
12951.0,22,9,2149.65,1,VIP Customers
12953.0,158,1,498.96,2,Lost Customers
12954.0,274,1,162.45,2,Lost Customers
12956.0,320,3,413.82,2,Lost Customers
12957.0,177,5,4689.43,3,Loyal Customers
12958.0,36,2,467.34,0,New Customers
12959.0,120,1,150.95,2,Lost Customers
12960.0,49,4,1322.0700000000002,3,Loyal Customers
12961.0,15,1,211.99,0,New Customers
12963.0,1,5,1744.96,1,VIP Customers
12964.0,73,1,132.24,2,Lost Customers
12967.0,7,2,2646.02,0,New Customers
12969.0,238,1,122.45,2,Lost Customers
12970.0,16,6,1048.13,3,Loyal Customers
12971.0,2,33,4782.88,1,VIP Customers
12972.0,49,4,1161.2,3,Loyal Customers
12973.0,49,1,385.55,0,New Customers
12974.0,201,1,264.15,2,Lost Customers
12975.0,72,6,2100.09,3,Loyal Customers
12976.0,14,7,2417.78,1,VIP Customers
12977.0,137,3,474.64,2,Lost Customers
12978.0,21,5,2502.82,3,Loyal Customers
12979.0,365,1,517.7,2,Lost Customers
12980.0,22,12,8870.880000000001,1,VIP Customers
12982.0,30,7,2354.27,3,Loyal Customers
12983.0,234,1,490.08,2,Lost Customers
12986.0,64,10,2729.84,3,Loyal Customers
12987.0,56,3,753.51,3,Loyal Customers
12989.0,60,18,6627.64,1,VIP Customers
12990.0,53,4,546.0,3,Loyal Customers
12991.0,25,1,261.06,0,New Customers
12992.0,361,1,93.35,2,Lost Customers
12993.0,81,4,844.87,3,Loyal Customers
12996.0,11,1,355.5,0,New Customers
12997.0,30,4,884.02,3,Loyal Customers
12998.0,128,3,920.08,3,Loyal Customers
13000.0,361,1,497.65,2,Lost Customers
13001.0,40,20,14256.68,1,VIP Customers
13002.0,52,2,293.18,0,New Customers
13004.0,22,18,5994.94,1,VIP Customers
13005.0,67,2,485.98,0,New Customers
13007.0,215,1,175.25,2,Lost Customers
13008.0,33,2,382.66,0,New Customers
13009.0,308,1,234.0,2,Lost Customers
13010.0,10,2,330.12,0,New Customers
13011.0,8,1,50.55,0,New Customers
13012.0,65,3,1310.99,3,Loyal Customers
13013.0,7,18,7814.83,1,VIP Customers
13014.0,68,1,1914.8,3,Loyal Customers
13015.0,74,6,3240.14,3,Loyal Customers
13018.0,49,7,2485.46,3,Loyal Customers
13019.0,15,6,1229.95,3,Loyal Customers
13020.0,198,2,618.96,2,Lost Customers
13021.0,10,8,2270.86,1,VIP Customers
13022.0,65,1,65.3,2,Lost Customers
13023.0,164,1,759.13,2,Lost Customers
13024.0,106,2,555.87,2,Lost Customers
13025.0,367,1,323.39,2,Lost Customers
13026.0,124,4,757.72,3,Loyal Customers
13027.0,21,13,10327.2,1,VIP Customers
13029.0,10,2,679.8,0,New Customers
13030.0,4,1,402.36,0,New Customers
13031.0,43,5,3292.84,3,Loyal Customers
13032.0,28,7,1805.78,3,Loyal Customers
13033.0,65,1,30.0,2,Lost Customers
13034.0,5,2,279.91,0,New Customers
13035.0,67,1,442.32,2,Lost Customers
13036.0,320,1,307.1,2,Lost Customers
13037.0,35,9,3033.88,1,VIP Customers
13039.0,220,4,1010.73,3,Loyal Customers
13041.0,86,4,799.13,3,Loyal Customers
13042.0,234,3,1488.59,3,Loyal Customers
13044.0,128,10,4287.58,3,Loyal Customers
13045.0,37,2,503.64,0,New Customers
13046.0,92,1,319.94,2,Lost Customers
13047.0,9,17,5557.62,1,VIP Customers
13048.0,72,5,2229.7200000000003,3,Loyal Customers
13049.0,25,2,751.5600000000001,0,New Customers
13050.0,2,19,6477.67,1,VIP Customers
13051.0,214,2,155.8,2,Lost Customers
13052.0,56,6,2771.18,3,Loyal Customers
13053.0,257,1,127.65,2,Lost Customers
13055.0,65,1,1106.7,3,Loyal Customers
13056.0,187,1,209.48,2,Lost Customers
13057.0,166,3,709.59,3,Loyal Customers
13059.0,49,9,2108.37,3,Loyal Customers
13063.0,116,1,188.4,2,Lost Customers
13064.0,186,2,561.25,2,Lost Customers
13065.0,9,5,1055.05,0,New Customers
13067.0,45,2,393.05,0,New Customers
13069.0,5,16,5185.51,1,VIP Customers
13070.0,95,3,522.9,3,Loyal Customers
13071.0,248,1,129.22,2,Lost Customers
13073.0,47,2,418.08,0,New Customers
13074.0,147,4,1378.74,3,Loyal Customers
13076.0,93,1,135.4,2,Lost Customers
13077.0,2,8,2326.35,1,VIP Customers
13078.0,2,32,16904.51,1,VIP Customers
13079.0,53,1,199.08,2,Lost Customers
13080.0,37,3,222.65,0,New Customers
13081.0,7,19,30867.77,1,VIP Customers
13082.0,60,12,3722.12,1,VIP Customers
13083.0,61,1,91.68,2,Lost Customers
13084.0,127,1,122.4,2,Lost Customers
13085.0,315,6,2017.2,3,Loyal Customers
13086.0,18,1,439.33,0,New Customers
13087.0,362,1,313.64,2,Lost Customers
13088.0,53,1,236.11,2,Lost Customers
13089.0,4,109,57885.45,1,VIP Customers
13090.0,1,13,5189.32,1,VIP Customers
13091.0,365,2,1976.0,3,Loyal Customers
13092.0,50,7,1662.45,3,Loyal Customers
13093.0,9,48,47111.18,1,VIP Customers
13094.0,4,2,505.80000000000007,0,New Customers
13096.0,30,1,419.7000000000001,0,New Customers
13097.0,24,18,7320.88,1,VIP Customers
13101.0,134,3,594.21,3,Loyal Customers
13102.0,1,14,5272.83,1,VIP Customers
13103.0,73,2,465.7000000000001,2,Lost Customers
13104.0,51,3,610.62,3,Loyal Customers
13105.0,72,1,72.0,2,Lost Customers
13106.0,49,1,526.96,0,New Customers
13107.0,49,5,3721.45,3,Loyal Customers
13108.0,8,2,748.46,0,New Customers
13109.0,187,1,347.49,2,Lost Customers
13110.0,73,5,1468.8,3,Loyal Customers
13111.0,354,1,321.88000000000005,2,Lost Customers
13112.0,177,1,20.6,2,Lost Customers
13113.0,2,14,6357.08,1,VIP Customers
13114.0,366,1,234.38,2,Lost Customers
13115.0,15,6,3199.92,1,VIP Customers
13117.0,1,12,1658.9,1,VIP Customers
13118.0,12,4,1217.6,0,New Customers
13119.0,304,1,134.9,2,Lost Customers
13123.0,108,2,506.75,2,Lost Customers
13124.0,21,1,885.33,0,New Customers
13125.0,159,1,148.62,2,Lost Customers
13126.0,2,7,1898.61,1,VIP Customers
13128.0,267,1,263.5,2,Lost Customers
13129.0,88,2,233.25,2,Lost Customers
13131.0,54,4,2240.4700000000003,3,Loyal Customers
13133.0,95,1,90.65,2,Lost Customers
13134.0,38,2,681.65,0,New Customers
13135.0,127,1,275.45,2,Lost Customers
13136.0,11,8,3666.95,1,VIP Customers
13137.0,22,8,3983.65,1,VIP Customers
13138.0,8,2,504.85,0,New Customers
13139.0,73,1,3138.04,3,Loyal Customers
13140.0,2,3,790.71,0,New Customers
13141.0,21,12,5267.33,1,VIP Customers
13143.0,220,1,405.1,2,Lost Customers
13144.0,67,1,24.4,2,Lost Customers
13145.0,8,4,805.0,0,New Customers
13148.0,25,14,4814.56,1,VIP Customers
13150.0,120,3,449.97,2,Lost Customers
13151.0,261,2,1207.34,3,Loyal Customers
13152.0,53,7,2146.38,3,Loyal Customers
13154.0,35,3,1624.84,3,Loyal Customers
13155.0,4,3,778.4200000000001,0,New Customers
13156.0,21,3,1586.54,3,Loyal Customers
13157.0,45,5,3946.14,3,Loyal Customers
13158.0,24,1,307.12,0,New Customers
13161.0,136,1,359.38,2,Lost Customers
13162.0,16,12,7587.2,1,VIP Customers
13163.0,246,1,17.65,2,Lost Customers
13164.0,205,2,372.2,2,Lost Customers
13165.0,49,1,429.68,0,New Customers
13166.0,50,1,458.73,0,New Customers
13167.0,26,1,333.82,0,New Customers
13168.0,178,1,541.14,2,Lost Customers
13169.0,198,1,127.2,2,Lost Customers
13172.0,36,1,69.6,2,Lost Customers
13173.0,3,10,2212.11,1,VIP Customers
13174.0,5,10,6621.6,1,VIP Customers
13175.0,218,2,831.45,2,Lost Customers
13177.0,66,1,229.75,2,Lost Customers
13178.0,33,10,8333.72,1,VIP Customers
13179.0,254,1,572.3100000000001,2,Lost Customers
13180.0,243,1,86.10000000000001,2,Lost Customers
13181.0,17,1,359.69,0,New Customers
13183.0,30,6,3078.4,3,Loyal Customers
13187.0,260,3,105.34,2,Lost Customers
13190.0,180,3,570.66,2,Lost Customers
13191.0,294,1,164.69,2,Lost Customers
13192.0,171,4,1646.64,3,Loyal Customers
13194.0,57,1,412.08,2,Lost Customers
13195.0,50,1,136.73,2,Lost Customers
13196.0,79,3,1271.06,3,Loyal Customers
13197.0,245,1,373.0100000000001,2,Lost Customers
13198.0,23,2,1572.99,3,Loyal Customers
13199.0,2,30,6615.77,1,VIP Customers
13201.0,138,4,1233.06,3,Loyal Customers
13202.0,30,7,1580.3,3,Loyal Customers
13203.0,22,6,1778.79,3,Loyal Customers
13204.0,367,1,966.66,2,Lost Customers
13205.0,79,1,2803.2,3,Loyal Customers
13206.0,36,13,8308.19,1,VIP Customers
13207.0,87,2,285.6,2,Lost Customers
13208.0,85,3,758.65,3,Loyal Customers
13209.0,150,5,2617.9,3,Loyal Customers
13211.0,17,7,1523.35,1,VIP Customers
13213.0,19,6,2330.94,1,VIP Customers
13214.0,53,7,3264.23,3,Loyal Customers
13215.0,38,1,81.6,2,Lost Customers
13217.0,291,1,132.5,2,Lost Customers
13219.0,254,1,76.23,2,Lost Customers
13220.0,211,1,516.8,2,Lost Customers
13222.0,213,1,88.5,2,Lost Customers
13223.0,59,4,805.92,3,Loyal Customers
13225.0,57,9,9796.23,1,VIP Customers
13226.0,29,1,204.25,0,New Customers
13230.0,1,17,3457.83,1,VIP Customers
13233.0,56,2,571.34,0,New Customers
13234.0,308,2,346.5,2,Lost Customers
13237.0,23,1,643.0,0,New Customers
13238.0,66,2,305.9,2,Lost Customers
13239.0,73,4,1265.13,3,Loyal Customers
13240.0,1,5,1036.21,1,VIP Customers
13241.0,47,1,112.53,2,Lost Customers
13242.0,87,4,429.0,3,Loyal Customers
